CODE,Q1,A1,P/F,Q2
32,법정책학에 대해 설명해 주세요.,"관료제화된 조직이 발달됨에 따라서 법정책학은 해당 법을 통해 어떤 조직적 정책을 만들 수 있는지를 끊임없이 연구하고 있습니다. 따라서 법정책학은 국민에게 파급력은 존재하지 않지만, 여러 사회 조직에 영향을 주고 있습니다",F,
32,법정책학에 대해 설명해 주세요.,현대에는 일정한 목표를 가장 효율적으로 달성하기 위한 관료제화된 조직이 고도로 발달되어 있습니다. 그러나 이들 조직이 관리·운영되기 위해서는 그 목표를 달성하기 위해 자원을 어떻게 배분하는 것이 가장 적절한가라는 규범이 요구됩니다. 또한 조직이 거대화될수록 누구에게 무엇을 배분하는 것이 정의·공평에 적합한가라는 문제가 필연적으로 발생하게 됩니다.,P,관료제에 대해 설명해 주세요.
32,대륙법계의 법사학에 대해 설명해 주세요.,"대륙법계의 법사학은 역사법학파인 독일의 프리드리히 카를 폰 사비니와 그의 제자인 게오르그 프리드리히 푸흐타에서 비롯되었다고 할 수 있습니다. 법실증주의가 확립되는 과정에서 자연법보다는 법의 역사와 전통이 민족과 국가의 입장에서 더 중시되는 현상을 보였고, 그러한 정점에 사비니가 있었던 것입니다.",P,법실증주의에 대해 설명해 주세요.
32,대륙법계의 법사학에 대해 설명해 주세요.,"사비니는 법이란 민족의 과거에 깊이 뿌리내리고 있는 역사적 산물이며 그 진정한 근원은 사람들의 말처럼 믿음·관습·국민의 공동의식에서 찾아야 하며 언어·조직·국민의 예법처럼 법도 해당국가의 국민의 독특한 성격, 즉 국민정신에 의해 결정되는 것이라고 주장하였습니다.",P,사비니에 대해 설명해 주세요.
32,대륙법계의 법사학에 대해 설명해 주세요.,"대륙법계 법사학은 주로 미국의 법률을 의미합니다. 로마법을 차용하여 개정되었으나 그 역사가 짧고, 자연법과 실정법의 구분이 모호하지만, 민주주의를 기반으로하는 최초의 법률로 역사에서 평가받고 있습니다.",F,
32,대륙법계의 법사학에 대해 설명해 주세요.,"사비니가 대표적인 대륙법계 법사학자로 여겨지고 있습니다. 대륙법은 주로 판례중심의 귀납적 법논리를 펼치는 것을 좋아하며, 그는 카를 폰 사비니와 게오르그 프리드리히 푸흐타에게 영향을 받은 것으로 여겨집니다.",F,
32,대륙법계의 법사학에 대해 설명해 주세요.,법실증주의가 유럽 대륙에 확립되며 대륙법계 법사학으로 불리고 있습니다. 주로 전통적인 판례 중심의 법률을 의미하며 역사적으로 교회법에게 꾸준히 영향을 받아 비논리적인 법률이 다소 섞여있는 법사학의 일종입니다.,F,
32,대륙법계의 법사학에 대해 설명해 주세요.,"법은 국민으로부터 분리된 별도의 실체라기보다는 국민들의 전체생활중의 일부로 보아야하고 국민과 함께 성장하고 국민의 힘과 함께 강해지고 국가가 망하면 함께 사라진다고 보았습니다. 이러한 사비니의 정신이 역사법학파를 창시하게 되고 역사법학파는 게르만법과 로마법, 당시의 독일법 전반에 걸쳐 법사를 심도 있게 연구하기에 이르렀습니다.",P,게르만법에 대해 설명해 주세요.
32,법제에 대해 설명해 주세요.,"사회규범 중 국가적 강제성으로 실현되는 규범을 법이라고 하는데, 법률·법령·조례 등이 이에 속합니다. 법은 사회생활의 질서를 유지하고, 배분 및 협력의 관계를 규율하기 위하여 발달한 규범의 체계로서, 그 효력을 확보하기 위하여 조직적인 강제성이 뒷받침 됩니다.",P,법의 강제성에 대해 설명해 주세요.
32,법제에 대해 설명해 주세요.,"법은 문화의 일부로 언어·종교·도덕·정치·경제 등과 함께 문화현상으로서 파악되며, 법과 다른 문화영역 상호간에는 매우 복잡한 교차관계를 가집니다. 역사 속의 법이란 인간이 어떠한 사회조직을 만들어서 개인과 개인, 집단과 집단 및 집단과 개인과의 관계를 조정하여 살아 왔으며 발전하여 왔는가를 사회통합의 수단으로서 파악하는 규범입니다.",P,법과 규범의 관계를 설명해 주세요.
32,법제에 대해 설명해 주세요.,"법제란 법으로 만든 제도를 의미하며 법률,법령,조례 등에 해당합니다. 법제의 경우 우리나라에서는 의회에서 법률을 제정하기 떄문에 민주적 정당성이 부여되며 사법권은 민주적 정당성이 없기 떄문에 이를 수정,무효로 처리할 수 없습니다",F,
32,법제에 대해 설명해 주세요.,법은 제한적인 문화에서 제도적으로 구성되는 경향이 있는데 이를 법제라고 합니다. 법제의 경우 문화의 영향을 크게 받는 제도이기 때문에 문화권 밖에서는 그 효과가 사라지며 사회의 통합을 위해서만 존재하는 경우가 많습니다,F,
32,법제에 대해 설명해 주세요.,"법은 한 문화권의 제도와 규율을 만드는 것으로서, 기존의 문화에 영향을 많이 받습니다. 법에 의한 제도인 법제는 이러한 문화적 기틀에 의해서 만들어지기 떄문에, 해당 법은 기초적인 문화가 불변하는 한, 수정될 수 없습니다.",F,
32,법제에 대해 설명해 주세요.,"무정부주의, 자유방임주의, 마르크스주의, 성선설 등은 법이 필요 없다고 하기도 하였으나, 만인의 만인에 대한 투쟁에서 오는 사회의 혼란을 해결하고 조화와 복지를 도모하기 위하여 법은 필요합니다. 법칙에는 존재의 법칙으로서의 자연법칙과 당위의 법칙으로서의 사회법칙이 있습니다.",P,성선설에 대해 설명해 주세요.
32,자연법에 대해 설명해 주세요.,"실정법에 대비되는 법 개념입니다. 실정법이 민족이나 사회에 따라 내용이 달라지는 것에 비해, 민족·사회·시대를 초월해 영구불변의 보편타당성을 지니는 것이 특징입니다. 이러한 사상은 시대에 따라 다양한 형태로 존재해왔으며, 특히 고대 그리스시대에는 실정법과의 관계에 대해 많은 이견이 있었습니다.",P,고대 그리스시대의 자연법에 대해 설명해 주세요.
32,자연법에 대해 설명해 주세요.,"자연계의 만물을 지배하는 필연적 법칙, 즉 자연적으로 존재하는 법체계를 말합니다. 인위적으로 제정된 실정법과는 반대입니다. 자연법은 역사적, 장소적 제약을 받지 않고 보편적으로 타당합니다. 자연법의 기원은 그리스로 거슬러 올라갈 수 있지만 법의 근거를 어디에서 찾고, 자연을 어떻게 해석하는가에 따라 그 내용이 역사적으로 변천해 왔습니다.",P,자연법의 보편적 타당성의 특징을 설명해 주세요.
32,자연법에 대해 설명해 주세요.,자연법은 성문법과 대비되는 개념입니다. 성문법은 제도적인 발달을 통해서 우리가 시각으로 해당 법을 볼 수 있게 인쇄물로 기록되어있으나 자연법의 경우 역사를 통해서 만들어진 선의지 혹은 시대정신이기 떄문에 성문화되지 않습니다,F,
32,자연법에 대해 설명해 주세요.,"자연법이란 곧 과학적 현상을 의미합니다. 과학적으로 발생하는 모든 현상 즉 지구에서 일어나는 자연적인 현상을 자연법이라고 하며, 따라서 세상은 자연법의 규제를 받으며 굉장히 광범위한 개념입니다. 최근에는 양자역학의 범위에서도 자연법이 적용되고 있습니다",F,
32,자연법에 대해 설명해 주세요.,"자연법은 대륙간격으로 이뤄지는 현상입니다. 따라서 자연법은 보편적으로 타당한 개념이긴 하지만 다른 문화권에 속할 경우에 변화하는 속성이 있기 떄문에 역사적, 장소적 제약이 존재하며, 그 기원 역시 각 문화권마다 다양합니다.",F,
32,자연법에 대해 설명해 주세요.,"근대에 들어 자연법의 근거는 인간의 사회적 경향성이나 자기보존의 욕구에서 찾습니다. 특히, 홉스는 그리스에서 중세까지 자명한 것이 된 공동체 또는 사회의 존재를 일단 분해하여 거기에서 자연법을 재구성합니다. 홉스는 사회가 성립하기 이전의 만인의 만인에 대한 투쟁으로서의 자연상태를 상정하고 이것을 극복하기 위한 인간 이성에 의한 추론의 귀결을 자연법이라고 합니다.",P,홉스가 언급한 자연법에 대해 설명해 주세요.
32,공법에 대해 설명해 주세요.,"헌법·형법·소송법·행정법·국제법 등은 공법에 속하며, 민법·상법 등은 사법에 속합니다. 그러나 공법과 사법의 구별에 대하여는 종래부터 견해의 대립이 계속되고 있습니다. 공법과 사법의 구별은 특히 행정법과의 관계에서 문제됩니다. 공법은 행정소송의 대상이 되고, 사법은 민사소송의 대상이 되는 차이가 있을 뿐만 아니라, 그밖에 적용 법규와 법원리가 다릅니다.",P,행정법에 대해 설명해 주세요.
32,공법에 대해 설명해 주세요.,"법일원론과는 달리 법이원론은 공법과 사법의 구별을 인정하는데 그 견해는 다양합니다. 이익설은 공익을 목적으로 하는 법을 공법, 사익을 목적으로 하는 법을 사법이라고 합니다. 생활관계설은 국민으로서의 생활관계를 규율하는 법을 공법, 인류로서의 생활관계를 규율하는 법을 사법이라고 합니다.",P,법일원론에 대해 설명해 주세요.
32,공법에 대해 설명해 주세요.,"공법이란 민법 상법을 의미하며 국민의 공공적인 이익을 위해 발생하는 법률을 의미합니다. 따라서 형사처벌의 대상은 아니지만 국민이 사회 생활을 하면서 충돌되는 마찰 등을 해결해주는 역할을 하는 공공복지적 법률입니다,",F,
32,공법에 대해 설명해 주세요.,법일원론에서는 공법과 법률은 같은 개념이며 법이원론에서는 공법과 민법으로 대상을 구분합니다. 즉 민법이 아닌 모든 법률은 공적인 역할을 하며 사회의 질서 유지 등의 기능을 하기 때문에 공법으로 구분되고 있습니다.,F,
32,공법에 대해 설명해 주세요.,"주로 헌법,형법이 가장 국민들에게 익숙한 공법의 종류입니다. 주로 사회질서의 유지를 위해 존재하지만, 사법 역시 사회질서의 유지를 위해 필요하기 때문에 이를 이원적으로 나누는 것을 불가능하다고 판단되어 현재는 공법이라는 용어를 쓰지않습니다",F,
32,공법에 대해 설명해 주세요.,"공법과 사법의 구별은 본질적·절대적인 것이 아니라 정책적·상대적인 것이므로 여러 가지 견해를 종합해 판단하여야 할 필요가 있습니다. 그리하여 국가적·공익적·윤리적·타율적·권력적·비대등적 관계를 규율하는 법을 공법, 개인적·사익적·경제적·자율적·비권력적·대등적 관계를 규율하는 법을 사법이라고 하는 것이 보통입니다.",P,사법의 특징을 설명해 주세요.
32,법경제학에 대해 설명해 주세요.,"법경제학은 현실의 판결과 갈등 해결 절차에서 주요한 학문적 도구로 쓰이고 있으며 그 영역이 날로 다양해지고 있습니다. 경제학에서는 기본적으로 효율을 추구하기 때문에 정의와 다소 충돌하는 면이 있으나, 법경제학에서는 효율과 정의의 상당한 공통점을 발견할 수 있습니다.",P,판결에 대해 설명해 주세요.
32,법경제학에 대해 설명해 주세요.,"평등을 달성하기 위해서 어떤 비용이 발생하는지에 대한 답을 내리며, 효율적으로 정의를 달성하는 방법이 무엇인지에 대해 연구합니다. 여기에서 말하는 정의란, 예를 들어 어떤 사람이 교통사고를 냈을 경우 그것을 배상해야 한다는 내용으로, 교통사고를 내고 배상하지 않으면 정의롭지 못하다는 입니다. 따라서 법경제학은 정의로운 규칙을 찾아가는 학문이라고 볼 수 있습니다.",P,법경제학에서 말하는 정의를 설명해 주세요.
32,법경제학에 대해 설명해 주세요.,법경제학은 학문적 도구로서 기능하지만 실용성을 우선적으로 하기 떄문에 공공의 목적을 하는 법과는 그 목적성에서 충돌하고 있습니다. 따라서 법경제학의 경우 공법이 아닌 사법의 영역에 대해 연구하는 학문으로 규정됩니다.,F,
32,법경제학에 대해 설명해 주세요.,법과 경제는 사회를 구성하고 질서를 유지하는 기본 단위로서 작용합니다. 따라서 법은 항상 경제적 상황에 따라 좌우되는데 이때문에 정경유착과 같은 부정적인 현상이 발생하기 때문에 이를 해결하기 위한 것이 법경제학이라는 학문입니다,F,
32,법경제학에 대해 설명해 주세요.,"법을 집행할 때는 항상 비용이 발생합니다. 해당 비용을 절감하고 효율적인 법집행을 할 수 있도록 끊임없는 연구가 진행되는데 이를 법경제학이라고 합니다. 다만, 비용 절감에 따라서 법의 형평성이 파괴될 우려가 있습니다",F,
32,법경제학에 대해 설명해 주세요.,"법과 경제는 인간과 사회의 기본적인 구조를 이루고 있습니다. 법과 경제의 긴밀한 관계를 부정하면서, 법 혹은 경제의 고유하고 순수한 독자성을 추구하려는 시도들이 언제나 일정한 한계에 부딪혔다는 역사적 경험을 통해서 이를 쉽게 확인할 수 있습니다. 그렇기 때문에 법과 경제의 관계를 논의한 이론적 작업들은 매우 많고 다양합니다.",P,법과 경제의 관계에 대해 설명해 주세요.
32,실체법에 대해 설명해 주세요.,"주법이라고도 하며, 권리·의무의 존부를 규율함으로써, 법률관계의 실현과정 내지 권리·의무의 실현절차를 규율하는 절차법 또는 조법에 대립합니다. 법률관계의 실체란 권리·의무의 내용, 귀속자, 범위 등을 말합니다. 민법·상법·형법 등이 이에 속하며, 민사소송법·형사소송법은 그에 대한 절차법입니다.",P,절차법에 대해 설명해 주세요.
32,실체법에 대해 설명해 주세요.,"민법은 실체법이지만 그 가운데 법인의 설립에 관한 규정은 절차법입니다. 실체법은 절차법과 함께 재판규범의 성질을 가지는데, 실체법이 없는 경우에는 재판거부금지의 원칙에 의하여 법관은 법원에 따라 법의 흠결을 보충하여 재판을 하여야 하나, 절차법이 없는 경우에는 임의로 절차를 마련하여 재판을 할 수 없습니다.",P,재판거부금지의 원칙에 대해 설명해 주세요.
32,실체법에 대해 설명해 주세요.,실체법이란 실체가 존재하는 법으로 자연법과 구분되는 법률입니다. 즉 성문화된 법을 의미하며 자연법의 경우 성문화되지 않았지만 공동체 구성원 모두가 공유하고 있기 때문에 가능하지만 다른 법은 그렇지 않기 떄문에 실체법으로 작성하여 국민에게 이를 알려주는 역할을 합니다,F,
32,실체법에 대해 설명해 주세요.,민법이 실체법의 종류입니다. 실체법이란 해당 상황이 발생하면 어떠한 처벌이나 결과를 야기한다는 것을 기입해놓은 법으로 절차법과 대조됩니다. 다만 절차법과 실체법은 함께 묶여 효과를 발휘하기 떄문에 실체법은 공법의 영역에서는 절차법과 통합되어 사용되고 있습니다,F,
32,실체법에 대해 설명해 주세요.,실체법이란 실질적인 내용이 적혀있는 법을 의미합니다. 따라서 모든 법률은 실체법을 의미하며 형사처벌에 대한 절차적인 과정을 기입해 놓은 것 역시 해당 절차에 대한 실질적 내용을 기록한 것이기 떄문에 실체법으로 규정하고 있습니다,F,
32,실체법에 대해 설명해 주세요.,"국제사법상 국내법과 외국법이 충돌하는 경우, 그 해결을 위한 충돌규정에 대하여 법률관계의 실질적 내용이나 그 실현절차를 직접 규정한 사항규정을 말합니다. 이러한 의미에서는 특히 실질법이라고 하며, 실체법과 함께 절차법도 포함하여 말합니다. 부동산등기법은 절차법이지만 그 가운데 등기한 권리의 순위에 관한 규정은 실체법입니다. ",P,국내법과 외국법에 대해 설명해 주세요.
32,헌법에 대해 설명해 주세요.,"형식적 의미의 헌법은 규정되어 있는 내용과 관계 없이 헌법이라는 이름을 가진 규범으로서 곧 성문헌법을 말합니다. 그러므로 불문헌법 국가에는 형식적 의미의 헌법이 존재하지 않으며, '영국에는 헌법이 없다'는 표현은 이를 나타냅니다. 한국의 헌법은 1948년 7월 17일에 제정되었고, 9차례 개정하였습니다.",P,불문헌법에 대해 설명해 주세요.
32,헌법에 대해 설명해 주세요.,"실질적 의미의 헌법은 규범의 형식과 관계 없이 국가의 통치조직·작용의 기본원칙에 관한 규범을 총칭합니다. 실질적 의미의 헌법에는 형식적 의미의 헌법 뿐 아니라 정부조직법·국회법·법원조직법·정당법·선거법 등의 법률과 관련 명령·규칙, 헌법적 관습 등 명칭과 존재 형식에 불구하고 국가의 통치조직과 작용에 관한 기본원칙을 규율하는 모든 규범이 포함됩니다.",P,국회법에 대해 설명해 주세요.
32,헌법에 대해 설명해 주세요.,헌법은 국가의 기본적인 법률을 적어놓은 것으로 인간법에서 가장 자연법과 가깝습니다. 또한 헌법은 국가를 구성하는 기틀이자 기본단위이기 떄문에 국가가 없어지지 않는 이상 수정되지 않은 채로 존속하는 경향이 있습니다.,F,
32,헌법에 대해 설명해 주세요.,헌법은 형식적 의미의 법률을 의미합니다. 법률을 만들 때는 헌법이라는 형식을 토대로 법을 구성해야 하기 떄문입니다. 따라서 헌법은 규정되어 있는 내용은 굉장히 추상적이며 다른 법률을 통해 실현되는 특징을 가지고 있습니다,F,
32,헌법에 대해 설명해 주세요.,"헌법과 새롭게 재정된 법이 충돌할 경우, 헌법이 과거에 만들어졌기 떄문에 시의성을 적절히 반영하지 못하는 상황이 많은데 이 떄문에 헌법과 재정법이 충돌될 경우 재정법을 토대로 헌법을 수정하는 경우가 많습니다",F,
