CODE,Q1,A1,P/F,Q2
2,군형법에 대해 설명해 주세요.,"실질적으로는 군사범죄의 요건과 그 법적 효과로서의 형벌을 규정하는 법질서를 의미하고, 형식적으로는 1962년 1월 20일 공포한 군형법이라는 이름이 붙은 법률을 말합니다. 형식적 의미의 군형법은 실질적 의미의 군형법을 내용으로 하는 것이 보통이나 군사범이 아닌 것을 포함하는 경우가 있는 반면, 실질적 의미의 군형법이 다른 법률에 규정되어 있는 경우도 있습니다.",P,군사범에 대해 설명해 주세요.
2,군형법에 대해 설명해 주세요.,"군형법은 현역에 복무하는 대한민국 군인에 대하여 적용되며 군무원, 군적을 가진 군소속 기관의 학생·생도·사관후보생·부사관후보생과 소집되어 실역에 복무중인 예비역·보충역·제2국민역에 대해서도 군인에 준하여 적용됩니다. 군형법에서는 일반사회에서 범죄로 다루어질 수 없는 성질의 행위를 범죄로 규정하고 있다. 순정군사범이라고 불리는 것이 그것입니다.",P,제2국민역에 대해 설명해 주세요.
1,군사재판에 대해 설명해 주세요.,"군사법원은 형사사건만을 재판하며, 그 외 사건은 재판하지 않습니다. 또한 원칙적으로 군인, 군무원에 대하여만 재판권을 가지며, 군인신분을 보유하는 기간 동안에만 재판권이 있습니다. 군인신분 보유기간 동안에는 신분취득전에 범한 범죄에 대하여도 재판권 있습니다. 군인신분 보유기간 중 범죄라도 전역후에는 원칙적으로 재판권이 없습니다.",P,군인신분 보유기간에 대해 설명해 주세요.
1,군사재판에 대해 설명해 주세요.,"군사법원은 형사사건 뿐 아니라 군 내부의 민사사건, 행정사건도 재판한다. 원칙적으로 군인, 군무원에 대하여만 재판권을 가지며 군인신분을 보유하는 기간에 범죄를 저질렀다면 전역후에도 재판권이 유지된다.",F,
1,군사재판에 대해 설명해 주세요.,군사재판은 일반법원이 아닌 군사법원에서 실시하고 있다. 군사법원은 군인의 형사사건을 재판하는 특별법원으로 보통군사법원과 고등군사법원이 설치되어 있으며 군사법원의 상고심은 대군사법원에서 처리한다.,F,
1,군사재판에 대해 설명해 주세요.,"1심의 경우 국방부는 육군은 사단급 이상 제대에, 해군은 함대급 이상 제대에, 공군은 비행단급 이상 제대에 보통군사법원을 설치할 수 있고 3군은 고등군사법원을 설치 할 수 없다. 2심의 경우 오직 국방부에만 고등군사법원을 설치 할 수 있다.",F,
1,군사재판에 대해 설명해 주세요.,"군사재판은 일반법원이 아닌 군사법원에서 실시하고 있습니다. 군사법원은 군인의 형사사건을 재판하는 특별법원으로, 보통군사법원과 고등군사법원이 설치되어 있으며, 군사법원의 상고심은 대법원이 됩니다. 군사법원은 원칙적으로 민간인에 대하여 재판을 할 수 없으나 예외적인 경우는 재판권을 가질 수 있습니다. ",P,민간인 재판이 가능한 예외적인 경우에 대해 설명해 주세요.
1,군사재판에 대해 설명해 주세요.,"1심의 경우 국방부는 국방부에 보통군사법원을 육군은 사단급 이상 제대에 보통군사법원을, 해군의 경우 함대급 이상 제대에 보통군사법원을, 공군의 경우 비행단급 이상 제대에 보통군사법원를 설치, 운영중에 있습니다. 2심의 고등군사법원은 국방부에 설치 및 운영되고 있으며 3심의 경우 대법원에서 관할합니다.",P,사단급 이상의 의미에 대해 설명해 주세요.
2,군인사법에 대해 설명해 주세요.,"1962년 제정된 뒤 2016년 1월 19일 법률 제13775호까지 70차례 개정되었습니다. 적용대상은 현역에 복무하는 장교·준사관·부사관 및 병, 사관생도·사관후보생 및 부사관후보생, 소집되어 군대에 복무하는 예비역 및 보충역입니다. 장교·준사관·부사관은 학력과 자격을 기초로 공개경쟁시험을 통한 임용을 원칙으로 하되, 전형에 의해 임용할 수도 있습니다.",P,장교 공개경쟁시험에 대해 설명해 주세요. 
2,군인사법에 대해 설명해 주세요.,"모든 장교의 초임계급은 소위를 원칙으로 하며, 진급은 장교진급선발위원회의 심의를 거쳐 참모총장이 추천하고 국방부 장관에 제청하여 대통령이 행한다. 어떤 경우에도 대통령 이외의 자가 행할 수 없다.",F,
2,군인사법에 대해 설명해 주세요.,군인은 법률이 정하는 바에 따라 신분이 보장되며 어떠한 징계를 받더라도 그 계급에 상응하는 예우를 받는다. 이는 국방의 최전선에서 활약하는 대한민군 군인의 사기 진작을 위한 것이다.,F,
2,군인사법에 대해 설명해 주세요.,장교의 초임계급은 하사를 원칙으로 하며 진급은 장교진급선발위원회의 심의를 거쳐 참모총장이 추천하고 국방부 장관에 제청하여 대통령이 행한다. 단 대위 이하의 진급은 국방부 장관이 행할 수 있다.,F,
2,군인사법에 대해 설명해 주세요.,"장교의 초임계급은 소위를 원칙으로 하며, 진급은 장교진급선발위원회의 심의를 거쳐 참모총장이 추천하고 국방부 장관이 제청하여 대통령이 행합니다. 단, 대령 이하의 진급은 국방부 장관이 행할 수 있습니다. 전사자와 순직자는 진급을 위한 최저 복무기간이나 진급선발위원회의 규정에 관계없이 진급시킬 수 있습니다.",P,장교진급선발위원회의 역할에 대해 설명해 주세요.
2,군인사법에 대해 설명해 주세요.,"군인은 법률이 정하는 바에 따라 신분이 보장되며, 그 계급에 상응하는 예우를 받습니다. 부당한 전역·제적 및 휴직 등 자신의 의사에 반한 불리한 처분에 불복하면 30일 이내에 심사를 소청할 수 있습니다. 군률을 위반하여 풍기를 문란하게 하거나 본분에 배치되는 행위를 한 자는 징계합니다.",P,신분보장이 무엇을 의미하는지 설명해 주세요.
2,군무원의 역할 및 목적에 대해 설명해 주세요.,"군무원은 국군을 구성하고 있는 특정직국가공무원으로서 국방부 직할기관 및 부대, 합동참모본부, 육·해·공군의 각급부대에서 정비·보급·수송 등의 군수지원 분야, 정보 및 작전분야의 행정업무 그리고 일부 전투지원 분야의 업무를 담당하는 민간 인력입니다. 군무원은 군무전반에 걸쳐 현역군인과 함께 국방의 일익을 담당함으로써 국가방위에 기여하고 있습니다.",P,특정직공무원에 대해 설명해 주세요.
2,군무원의 역할 및 목적에 대해 설명해 주세요.,"군이라는 특정분야에서 복무하는 국가공무원을 말한다. 군무원의 자격, 임용 등 군무원 인사를 규정하는 군무원인사법에 의하면 군에서 복무하나 신분은 일반인이기 때문에 군형법의 적용을 받지 않는다.",F,
2,군무원의 역할 및 목적에 대해 설명해 주세요.,"군무원은 국군을 구성하고 있는 일반직 국가공무원으로서 국방부 직할기관 및 부대, 합동참모본부, 육해공군의 각급부대에서 정비, 보급, 수송 등의 군수지원 분야, 정보 및 작전분야의 행정업무 그리고 일부전투지원 분야의 업무를 담당하는 민간 업체의 구성원이다.",F,
2,군무원의 역할 및 목적에 대해 설명해 주세요.,군에 군무원제도를 도입하게 된 것은 국방업무의 효율적인 수행을 위하여 전문분야의 인력이 필요하게 되었기 때문이다. 군무원은 외부에서 채용함으로써 경제적이며 전문적이라는 장점이있으며 경력관리상 빈번한 전속으로 업무의 지속성 유지가 곤란한 단점이 있다.,F,
2,군무원의 역할 및 목적에 대해 설명해 주세요.,"군에 군무원제도를 도입하게 된 것은 국방업무의 효율적인 수행을 위하여 전문분야의 인력이 필요하게 되었고, 군인은 경력관리상 빈번한 전속으로 업무의 지속성 유지가 곤란한 반면에 군무원은 군인들처럼 군내에서 처음부터 양성할 필요 없이 외부에서 채용함으로써 경제적이며, 지속성을 유지할 수 있다는 장점 때문입니다.",P,군무원 제도를 도입한 이유 중 경제적의 의미를 설명해 주세요.
2,군무원의 역할 및 목적에 대해 설명해 주세요.,"군이라는 특정분야에서 복무하는 국가공무원을 말합니다. 군무원의 자격, 임용 등 군무원 인사를 규정하는 군무원인사법에 의하면, 군무원의 종류는 일반군무원과 기능군무원으로 구분되며, 대통령령이 정하는 경우에 한하여 별정군무원과 계약군무원을 둘 수 있도록 규정하고 있습니다.",P,별정군무원에 대해 설명해 주세요.
2,군무원 인사법에 대해 설명해 주세요.,"군무원은 기술·연구 또는 행정일반 업무를 담당하는 일반군무원과 기능 업무를 담당하는 기능군무원으로 구분합니다. 일반군무원의 계급은 1급~9급, 기능군무원의 계급구분은 대통령령으로 정합니다. 또 전시 등의 비상사태와 직무의 내용 등을 참작하여 별정군무원을 둘 수 있습니다.",P,대통령령에 대해 설명해 주세요.
2,군무원 인사법에 대해 설명해 주세요.,"군무원은 기술, 연구 또는 행정일반 업무를 담당하는 일반군무원과 기능 업무를 담당하는 기능군무원으로 구분한다. 군무원의 계급은 모두 군인과 통합하여 하사~대령까지 있으며 그 이상의 계급구분은 대통령령으로 정한다.",F,
2,군무원 인사법에 대해 설명해 주세요.,신규채용은 반드시 공개경쟁시험을 원칙으로 한다. 특별치용시험과 계약제의 임용은 원칙적으로 금지되어 있다. 국가공무원법에서 규정하는 결격사유에 해당하는 자는 임용될 수 없다. 다만 전시 등의 비상사태와 직무의 내용 들을 참작하여 별정군무원을 둘 수 있다.,F,
2,군무원 인사법에 대해 설명해 주세요.,"1~3급의 승진은 시험을 거쳐야 하며 5급 이하의 승진은 능력과 경력 등을 참작한다. 직무수행에 뚜렷한 공적이 있는 우수 군무원은 특별승진시킬 수 있다. 직무수행 능력이 부족하거나 근무태도가 극히 불성실한 자, 파면·해임·정직에 해당하는 징계의결이 요구 중인 사람, 형사사건으로 기소된 자 등은 직위해제할 수 있습니다.",F,
2,군무원 인사법에 대해 설명해 주세요.,"신규채용은 공개경쟁시험을 원칙으로 하되, 1급 일반군무원을 채용하는 경우 등에 한해 특별채용시험을 치르기도 합니다. 또 전문지식이 특히 필요하다고 인정되는 경우에는 계약제로 임용할 수 있습니다. 국가공무원법에서 규정하는 결격사유에 해당하는 자는 임용될 수 없습니다.",P,국가공무원법의 결격사유에 대해 설명해 주세요.
2,군무원 인사법에 대해 설명해 주세요.,"1~3급의 승진은 능력과 경력 등을 참작하고, 5급 승진은 시험을 거쳐야 합니다. 직무수행에 뚜렷한 공적이 있는 우수 군무원은 특별승진시킬 수 있습니다. 직무수행 능력이 부족하거나 근무태도가 극히 불성실한 자, 파면·해임·정직에 해당하는 징계의결이 요구 중인 사람, 형사사건으로 기소된 자 등은 직위해제할 수 있습니다.",P,직위해제가 무엇인지 설명해 주세요.
2,특수경력직 공무원에 대해 설명해 주세요.,"실적주의와 직업공무원제의 획일적 적용을 받지 않는 공무원 집단을 말합니다. 즉 특수경력직 공무원은 직업공무원처럼 신분이 철저히 보장되지 않으므로 평생 공무원으로 근무할 것이 예정되지 않고, 정치적이거나 특수한 직무를 수행하기 위해 임용되는 공무원을 말합니다. 정무직·별정직·계약직 ·고용직 공무원이 특수경력직에 속합니다.",P,직업공무원에 대해 설명해 주세요.
2,특수경력직 공무원에 대해 설명해 주세요.,일반공무원제의 획일적 적용을 받지 않는 공무원 집단을 말한다. 일반공무원처럼 신분이 철저히 보장되지 않으므로 평생 공무원으로 근무할 것이 예정되지 않고 정치적이거나 특수한 직무를 수행하기 위해 임용되는 공무원을 말한다. 획일적 적용을 받지 않는 만큼 실적주의에 따라 보상받는다.,F,
2,특수경력직 공무원에 대해 설명해 주세요.,"실적주의와 직업 공부원제의 적용을 받지 않는 공무원의 직종이다. 불안정한 특수경력직 공무원의 최소한의 신분 보장을 위하여 국가공무원법을 적용하여 보호한다. 정무직, 별정직, 계약직, 고용직 공무원이 특수경력직에 속한다.",F,
2,특수경력직 공무원에 대해 설명해 주세요.,"비경력직, 즉 실적주의와 직업 공무원제의 적용을 거의 받지 않는 공무원의 직종. 경력직과 대응되는 공무원의 직종입니다. 선거에 의하거나 또는 임명에 관하여 국회의 승인을 필요로 하는 공무원을 말합니다. 경력직 공무원에 대응하는 개념으로 특수경력직 공무원에게는 원칙적으로 국가공무원법이 적용되지 않습니다. 이는 국가공무원법 제3조를 참조하면 알 수 있습니다.",P,국가공무원법 제3조에 대해 설명해 주세요.
2,특수경력직 공무원에 대해 설명해 주세요.,"비경력직, 즉 실적주의와 직업 공무원제의 적용을 거의 받지 않는 공무원의 직종이며 경력직과 대응된다. 특수경력직 공무원도 국가공무원법에 의거하여 정치적 중립의 의무를 부여받는다. ",F,
2,군무원 인사위원회의 구성과 기능에 대해 설명해 주세요.,"군무원 인사제도 개선에 관한 중요사항, 직권면직에 관한 사항, 신규 채용, 승진 및 인사교류에 관한 사항, 근무성적평정의 조정에 관한 사항, 그밖에 국방부장관이 공정한 인사관리를 위하여 심의에 부치는 사항 등을 심의합니다. 부대의 인사위원회는 직권 면직에 관한 사항, 근무성적평정의 조정에 관한 사항을 심의합니다.",P,직권면직에 대해 설명해 주세요.
2,군무원 인사위원회의 구성과 기능에 대해 설명해 주세요.,인사위원회는 위원장 한 명을 포함한 5명 이상 7명 이하의 위원으로 구성된다. 인사위원회의 위원장은 위원 중에서 호선으로 경정된다. 인사위원회의 위원은 국방부장관이 모두 구성하여 임명한다.,F,
2,군무원 인사위원회의 구성과 기능에 대해 설명해 주세요.,"부대에 두는 인사위원회의 위원을 부대의 장이 각각 조건에 맞는 사람으로 임명한 후 그들의 선거를 거쳐 국방부의 인사위원회 위원을 결정한다. 인사위원회는 직권 면직에 관한 사항, 근무성적평정의 조정에 관한 사항을 심의합니다.",F,
2,군무원 인사위원회의 구성과 기능에 대해 설명해 주세요.,"인사위원회는 위원장 1명을 포함한 5명 이상 7명 이하의 위원으로 구성합니다. 인사위원회의 위원장은 위원 중에서 상위직에 있는 사람이 되고, 국방부에 두는 인사위원회의 위원은 국방부장관이, 부대에 두는 인사위원회의 위원은 부대의 장이 각각 조건에 맞는 사람을 임명합니다.  ",P,위원이 되기 위한 조건을 설명해 주세요.
2,군무원 인사위원회의 구성과 기능에 대해 설명해 주세요.,"군무원 인사제도 개선에 관한 중요사항, 직권면직에 관한 사항, 신규 채용, 승진 및 인사교류에 관한 사항, 근무성적평정의 조정에 관한 사항 등을 심의한다. 인사위원회는 5명 이상 7명 이하의 위원으로 민주적인 토론을 거치는 기관이며 이들의 권고를 참고하여 국방부장관이 심의한다.",F,
1,병참에 대해 설명해 주세요.,"작전부대에 대해서 군사작전에 필요한 인원과 군수물자를 충원 또는 보급 지원하는 군의 기구입니다. 작전부대로부터는 치료를 요하는 부상병이나 수리 ·정비를 요하는 파손된 군수품, 또는 영현이나 폐품 등을 후송하기 위하여 작전부대와 지원시설간에 도로나 철도 ·수로 ·공로의 교통로가 요구됩니다.",P,군수물자에 대해 설명해 주세요.
1,병참에 대해 설명해 주세요.,"전투력의 유지, 증대를 위한 작전 지원 기능 중 보급과 회수, 건설, 수리에 관한 내용을 총칭한다. 부대가 사용하는 물자의 수송을 말하며 인원의 수송에 대한 부분은 각 전투부대의 소관이다.",F,
1,병참에 대해 설명해 주세요.,"철도에 의한 인원과 물자의 수송, 식량, 연료, 탄약, 무기, 축성 , 자재 등의 보급, 고장난 차량, 함정, 항공기 등 무기의 수리, 파괴된 각종 물자의 회수, 도로, 교량, 건축물의 보수 등 광범위한 업무를 포함한다. 다만 함선이나 항공기에 의한 수송은 해군과 공군의 작전에 해당한다.",F,
